Employee Number,Attrition,Business Travel,Age Group,Department,Education Field,Employee Count,Gender,Job Role,Marital Status,Over Time,Age,Distance From Home,Education,Environment Satisfaction,Job Level,Job Satisfaction,Monthly Income,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
535,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Research Director,Married,No,53,7,Bachelor's Degree,3,4,3,14814,32,3,5,1,1,3
536,No,Travel_Rarely,35 - 44,HR,Human Resources,1,Male,Manager,Divorced,No,41,10,Master's Degree,2,5,4,19141,23,2,21,6,12,6
537,No,Travel_Rarely,Over 55,Sales,Marketing,1,Male,Sales Executive,Single,No,60,16,Master's Degree,1,2,1,5405,10,3,2,2,2,2
538,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Male,Manufacturing Director,Divorced,No,27,10,Associates Degree,4,3,1,8793,9,2,9,7,1,7
539,No,Travel_Rarely,35 - 44,HR,Human Resources,1,Male,Manager,Married,No,41,1,Bachelor's Degree,4,5,3,19189,22,3,22,7,2,10
540,No,Travel_Rarely,45 - 54,Sales,Marketing,1,Male,Sales Representative,Married,No,50,8,Master's Degree,4,1,2,3875,4,3,2,2,2,2
541,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Single,Yes,28,1,Associates Degree,1,1,2,2216,10,3,7,7,3,7
542,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Female,Research Director,Married,No,36,8,Bachelor's Degree,1,3,1,11713,10,3,8,7,0,5
543,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Manufacturing Director,Single,Yes,38,1,Bachelor's Degree,3,3,3,7861,10,4,1,0,0,0
544,No,Non-Travel,35 - 44,R&D,Medical,1,Male,Laboratory Technician,Single,No,44,24,Bachelor's Degree,1,1,3,3708,9,3,5,2,1,4
545,No,Travel_Frequently,45 - 54,Sales,Medical,1,Female,Sales Executive,Divorced,Yes,47,3,Bachelor's Degree,4,4,3,13770,28,2,22,2,11,13
546,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Executive,Divorced,No,30,27,Doctoral Degree,3,2,4,5304,10,2,8,7,7,7
547,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Representative,Single,No,29,10,Bachelor's Degree,3,1,3,2642,1,3,1,0,0,0
548,Yes,Travel_Frequently,35 - 44,R&D,Medical,1,Male,Research Scientist,Divorced,Yes,42,19,Bachelor's Degree,3,1,3,2759,7,3,2,2,2,2
549,No,Travel_Frequently,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Married,No,43,15,Bachelor's Degree,4,2,4,6804,7,3,2,2,2,2
550,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Healthcare Representative,Single,No,34,8,Associates Degree,2,2,3,6142,10,3,5,1,4,3
551,No,Travel_Rarely,Under 25,R&D,Medical,1,Male,Laboratory Technician,Married,No,23,9,High School,2,1,1,2500,5,4,4,3,0,2
552,No,Travel_Rarely,35 - 44,HR,Human Resources,1,Female,Human Resources,Married,No,39,3,Bachelor's Degree,3,2,2,6389,12,1,8,3,3,6
553,No,Travel_Rarely,Over 55,R&D,Medical,1,Male,Healthcare Representative,Married,No,56,9,Bachelor's Degree,3,4,4,11103,30,2,10,7,1,1
554,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Research Scientist,Single,Yes,40,2,High School,4,1,4,2342,5,2,4,2,2,3
555,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Healthcare Representative,Single,No,27,7,Bachelor's Degree,4,2,1,6811,9,1,7,6,0,7
556,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Representative,Divorced,No,29,10,Bachelor's Degree,4,1,2,2297,2,3,2,2,2,2
557,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Laboratory Technician,Single,No,53,6,Bachelor's Degree,4,2,4,2450,19,3,2,2,2,2
558,No,Non-Travel,35 - 44,R&D,Life Sciences,1,Female,Healthcare Representative,Divorced,No,35,2,Master's Degree,4,2,1,5093,16,4,1,0,0,0
559,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,32,24,Master's Degree,1,2,4,5309,10,3,10,8,4,7
560,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Research Scientist,Married,Yes,38,2,Doctoral Degree,4,1,3,3057,6,1,1,0,0,1
561,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Manufacturing Director,Divorced,No,34,8,Doctoral Degree,2,2,1,5121,7,3,0,0,0,0
562,No,Travel_Rarely,45 - 54,Sales,Marketing,1,Male,Manager,Married,No,52,3,Master's Degree,3,4,1,16856,34,4,34,6,1,16
563,Yes,Travel_Rarely,25 - 34,R&D,Other,1,Male,Research Scientist,Single,Yes,33,1,Master's Degree,4,1,4,2686,10,2,10,9,7,8
564,No,Travel_Rarely,25 - 34,Sales,Medical,1,Female,Sales Executive,Single,No,25,26,High School,3,2,4,6180,6,2,6,5,1,4
565,No,Travel_Rarely,45 - 54,Sales,Technical Degree,1,Male,Sales Representative,Single,No,45,2,Associates Degree,2,2,3,6632,9,3,8,7,3,1
566,No,Travel_Rarely,Under 25,R&D,Medical,1,Male,Research Scientist,Single,No,23,10,High School,1,1,3,3505,2,3,2,2,0,2
567,Yes,Travel_Frequently,45 - 54,Sales,Life Sciences,1,Female,Sales Executive,Single,Yes,47,27,Associates Degree,2,2,3,6397,8,3,5,4,1,3
568,No,Travel_Rarely,25 - 34,Sales,Other,1,Male,Sales Executive,Single,No,34,2,Bachelor's Degree,4,2,4,6274,6,3,6,5,1,4
569,Yes,Travel_Rarely,Over 55,R&D,Medical,1,Male,Manager,Married,Yes,55,2,Bachelor's Degree,4,5,1,19859,24,3,5,2,1,4
570,No,Non-Travel,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Single,No,36,8,Master's Degree,1,3,1,7587,10,3,10,7,0,9
571,No,Non-Travel,45 - 54,R&D,Medical,1,Male,Research Scientist,Married,No,52,19,Master's Degree,4,1,4,4258,5,3,4,3,1,2
572,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Female,Laboratory Technician,Divorced,No,26,1,Associates Degree,1,1,4,4364,5,3,2,2,2,0
573,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Healthcare Representative,Married,No,29,27,Bachelor's Degree,2,2,3,4335,11,2,8,7,1,1
574,Yes,Travel_Rarely,25 - 34,Sales,Technical Degree,1,Male,Sales Executive,Single,No,26,8,Bachelor's Degree,4,2,1,5326,6,2,4,3,1,2
575,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Single,No,34,1,Master's Degree,2,1,4,3280,10,3,4,2,1,3
576,No,Travel_Rarely,45 - 54,R&D,Medical,1,Female,Manufacturing Director,Divorced,Yes,54,19,Master's Degree,4,2,1,5485,9,3,5,3,1,4
577,No,Travel_Frequently,25 - 34,Sales,Marketing,1,Male,Sales Executive,Married,No,27,8,High School,3,2,4,4342,5,3,4,2,1,1
578,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Research Scientist,Divorced,Yes,37,10,High School,4,1,1,2782,6,2,5,3,4,3
579,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Female,Manufacturing Director,Single,Yes,38,2,Master's Degree,1,2,1,5980,17,3,15,7,4,12
580,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Research Scientist,Single,No,34,2,Master's Degree,3,1,1,4381,6,3,6,5,1,3
581,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Female,Sales Representative,Married,No,35,8,Master's Degree,1,1,4,2572,3,2,3,2,0,2
582,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,30,1,Bachelor's Degree,4,1,3,3833,7,3,2,2,0,2
583,No,Travel_Frequently,35 - 44,R&D,Medical,1,Female,Healthcare Representative,Married,No,40,2,Associates Degree,3,2,2,4244,8,3,8,7,3,7
584,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Female,Sales Executive,Married,No,34,8,Associates Degree,3,2,1,6500,6,3,3,2,1,2
585,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Male,Manager,Divorced,No,42,8,Bachelor's Degree,2,5,4,18430,24,2,24,7,14,9
586,Yes,Travel_Rarely,Under 25,R&D,Life Sciences,1,Male,Laboratory Technician,Married,Yes,23,6,Bachelor's Degree,3,1,1,1601,1,3,0,0,0,0
587,No,Non-Travel,Under 25,R&D,Life Sciences,1,Male,Laboratory Technician,Divorced,No,24,9,Bachelor's Degree,3,1,2,2694,1,3,1,0,0,0
588,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Female,Laboratory Technician,Married,No,52,11,Master's Degree,4,2,3,3149,9,3,5,2,1,4
589,No,Travel_Rarely,45 - 54,R&D,Medical,1,Male,Research Director,Married,No,50,2,Bachelor's Degree,3,4,3,17639,30,3,4,3,0,3
590,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Laboratory Technician,Married,Yes,29,1,Associates Degree,2,1,1,2319,1,3,1,0,0,0
591,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Research Director,Married,No,33,7,Bachelor's Degree,3,3,3,11691,14,4,13,9,3,7
592,Yes,Travel_Rarely,25 - 34,Sales,Marketing,1,Female,Sales Executive,Single,No,33,16,Bachelor's Degree,1,2,1,5324,6,3,3,2,0,2
593,No,Travel_Rarely,45 - 54,R&D,Other,1,Female,Manager,Married,Yes,47,2,Associates Degree,3,4,4,16752,26,2,26,14,3,0
594,No,Travel_Rarely,35 - 44,R&D,Other,1,Female,Manufacturing Director,Married,No,36,1,Bachelor's Degree,3,2,2,5228,10,3,9,7,0,5
595,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Married,No,29,23,Associates Degree,3,1,3,2700,10,3,10,7,0,7
596,Yes,Travel_Rarely,Over 55,R&D,Life Sciences,1,Male,Research Director,Single,Yes,58,2,Master's Degree,4,5,2,19246,40,3,31,15,13,8
597,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Research Scientist,Single,No,35,1,Master's Degree,4,1,3,2506,7,3,2,2,2,2
598,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Manufacturing Director,Married,Yes,42,1,Associates Degree,4,2,4,6062,8,3,4,3,0,2
599,Yes,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Research Scientist,Single,No,28,2,Master's Degree,3,1,3,4382,5,2,2,2,2,1
600,No,Travel_Rarely,35 - 44,HR,Human Resources,1,Male,Human Resources,Married,No,36,13,Bachelor's Degree,3,1,2,2143,8,3,5,2,0,4
601,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Manufacturing Director,Married,No,32,4,Bachelor's Degree,3,2,3,6162,14,3,14,13,6,8
602,No,Travel_Frequently,35 - 44,R&D,Medical,1,Male,Laboratory Technician,Single,No,40,16,Master's Degree,1,2,3,5094,10,3,1,0,0,0
603,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Manufacturing Director,Single,Yes,30,2,Bachelor's Degree,3,2,4,6877,12,2,0,0,0,0
604,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Female,Research Scientist,Single,No,45,2,Bachelor's Degree,2,1,3,2274,1,3,1,0,0,0
605,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Manufacturing Director,Married,No,42,29,Bachelor's Degree,2,2,2,4434,10,2,9,8,7,8
606,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Male,Healthcare Representative,Divorced,No,38,12,Bachelor's Degree,1,2,1,6288,13,2,4,3,1,2
607,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Single,No,34,16,Master's Degree,3,1,4,2553,6,3,5,2,1,3
608,Yes,Travel_Rarely,45 - 54,Sales,Marketing,1,Female,Sales Executive,Married,No,49,11,Bachelor's Degree,3,3,4,7654,9,4,9,8,7,7
609,Yes,Travel_Rarely,Over 55,Sales,Medical,1,Male,Sales Executive,Single,No,55,2,High School,3,2,4,5160,12,2,9,7,7,3
610,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Director,Married,No,43,14,Associates Degree,2,4,1,17159,22,3,4,1,1,0
611,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1,Male,Research Director,Divorced,Yes,27,5,High School,3,3,4,12808,9,3,9,8,0,8
612,No,Travel_Rarely,35 - 44,R&D,Other,1,Male,Manufacturing Director,Single,No,35,7,Bachelor's Degree,3,3,3,10221,17,4,8,5,1,6
613,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Female,Sales Executive,Married,Yes,28,2,Master's Degree,2,2,2,4779,8,3,8,7,7,5
614,No,Travel_Rarely,25 - 34,HR,Human Resources,1,Male,Human Resources,Married,No,34,3,Associates Degree,3,1,4,3737,4,1,3,2,0,2
615,Yes,Travel_Frequently,25 - 34,R&D,Medical,1,Female,Research Scientist,Married,Yes,26,5,Associates Degree,3,1,3,2366,8,3,8,7,1,7
616,No,Non-Travel,25 - 34,R&D,Medical,1,Male,Research Scientist,Married,No,27,3,Bachelor's Degree,4,1,4,1706,0,2,0,0,0,0
617,No,Travel_Rarely,45 - 54,Sales,Marketing,1,Female,Manager,Married,No,51,26,Master's Degree,1,4,3,16307,29,2,20,6,4,17
618,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Healthcare Representative,Single,No,44,4,Bachelor's Degree,4,2,2,5933,10,2,5,2,2,3
619,No,Travel_Rarely,25 - 34,R&D,Medical,1,Male,Research Scientist,Single,No,25,2,High School,1,1,1,3424,6,2,4,3,0,1
620,No,Travel_Rarely,25 - 34,Sales,Medical,1,Male,Sales Executive,Divorced,No,33,1,Bachelor's Degree,1,2,1,4037,9,3,9,8,0,8
621,No,Travel_Rarely,35 - 44,R&D,Medical,1,Female,Research Scientist,Single,No,35,27,High School,3,1,1,2559,6,2,6,5,1,1
622,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Married,Yes,36,1,Associates Degree,2,2,4,6201,18,2,18,14,4,11
623,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Divorced,No,32,13,Master's Degree,2,2,4,4403,8,2,5,2,0,3
624,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Divorced,No,30,5,Master's Degree,2,1,4,3761,10,2,5,4,0,3
625,No,Travel_Rarely,45 - 54,Sales,Marketing,1,Female,Sales Executive,Married,Yes,53,7,Associates Degree,1,3,4,10934,35,3,5,2,0,4
626,No,Travel_Rarely,45 - 54,Sales,Marketing,1,Male,Sales Executive,Divorced,Yes,45,9,Bachelor's Degree,4,3,1,10761,18,3,5,4,0,2
627,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Research Scientist,Married,No,32,8,Associates Degree,3,2,3,5175,9,2,5,3,1,3
628,No,Travel_Frequently,45 - 54,R&D,Medical,1,Female,Manufacturing Director,Married,No,52,25,Master's Degree,3,4,4,13826,31,3,9,8,0,0
629,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Male,Sales Executive,Divorced,No,37,16,Master's Degree,4,2,3,6334,9,3,1,0,0,0
630,No,Travel_Rarely,25 - 34,HR,Medical,1,Male,Human Resources,Divorced,No,28,8,Associates Degree,2,1,4,4936,6,3,5,1,0,4
631,No,Travel_Rarely,Under 25,R&D,Life Sciences,1,Male,Manufacturing Director,Married,No,22,1,Associates Degree,4,2,4,4775,4,1,2,2,2,2
632,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Laboratory Technician,Married,Yes,44,8,Master's Degree,1,1,4,2818,10,2,3,2,0,2
633,No,Travel_Frequently,35 - 44,R&D,Medical,1,Male,Research Scientist,Single,Yes,42,2,High School,2,1,4,2515,8,3,2,1,2,2
634,No,Travel_Rarely,35 - 44,HR,Life Sciences,1,Male,Human Resources,Married,No,36,8,Bachelor's Degree,1,1,1,2342,6,3,5,4,0,3
635,No,Travel_Rarely,25 - 34,Sales,Other,1,Male,Sales Executive,Married,Yes,25,3,High School,3,2,1,4194,5,3,5,3,0,3
636,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Manufacturing Director,Married,Yes,35,9,Bachelor's Degree,4,3,3,10685,17,3,17,14,5,15
637,Yes,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Female,Research Scientist,Divorced,Yes,35,25,Master's Degree,4,1,2,2022,10,2,10,2,7,8
638,No,Non-Travel,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Divorced,No,32,1,Bachelor's Degree,4,1,4,2314,4,3,3,0,0,2
639,No,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Executive,Married,No,25,4,High School,3,2,1,4256,5,4,5,2,0,3
640,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1,Female,Research Scientist,Married,No,49,1,Bachelor's Degree,3,1,1,3580,7,3,4,2,0,2
641,No,Non-Travel,Under 25,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,24,4,High School,1,1,4,3162,6,2,5,2,3,4
642,No,Travel_Frequently,25 - 34,Sales,Life Sciences,1,Male,Sales Executive,Married,No,32,5,Associates Degree,2,2,2,6524,10,3,10,8,5,3
643,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Male,Sales Representative,Married,No,38,9,Bachelor's Degree,2,1,2,2899,3,3,2,2,1,2
644,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Laboratory Technician,Married,Yes,42,3,Bachelor's Degree,3,2,4,5231,17,2,5,3,1,3
645,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Research Scientist,Married,Yes,31,11,Master's Degree,4,1,4,2356,8,3,6,4,0,2
646,Yes,Travel_Rarely,25 - 34,Sales,Medical,1,Female,Sales Representative,Divorced,Yes,29,1,Bachelor's Degree,2,1,3,2800,5,3,3,2,0,2
647,No,Travel_Rarely,45 - 54,Sales,Marketing,1,Male,Sales Executive,Married,No,53,8,Bachelor's Degree,1,4,4,11836,28,3,2,0,2,2
648,No,Travel_Rarely,35 - 44,R&D,Technical Degree,1,Male,Manufacturing Director,Married,No,35,25,Bachelor's Degree,4,3,2,10903,16,3,13,10,4,8
649,No,Travel_Frequently,35 - 44,Sales,Medical,1,Female,Sales Representative,Married,No,37,21,Associates Degree,3,1,4,2973,10,3,5,4,0,0
650,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Female,Research Director,Single,No,53,23,Master's Degree,4,4,4,14275,33,3,12,9,3,8
651,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1,Female,Healthcare Representative,Married,No,43,1,Bachelor's Degree,4,2,4,5562,12,2,5,2,2,2
652,No,Travel_Rarely,45 - 54,Sales,Marketing,1,Female,Sales Executive,Married,Yes,47,2,Associates Degree,3,2,4,4537,8,3,7,6,7,7
653,No,Non-Travel,35 - 44,Sales,Medical,1,Male,Sales Executive,Single,Yes,37,19,Associates Degree,1,3,2,7642,10,3,10,0,0,9
654,No,Non-Travel,45 - 54,R&D,Life Sciences,1,Male,Manager,Divorced,No,50,2,Master's Degree,1,4,1,17924,31,3,31,6,14,7
655,No,Travel_Rarely,35 - 44,HR,Life Sciences,1,Female,Human Resources,Married,No,39,2,Bachelor's Degree,4,2,4,5204,13,3,5,4,0,4
656,No,Travel_Rarely,25 - 34,HR,Human Resources,1,Male,Human Resources,Divorced,Yes,33,3,Associates Degree,4,1,2,2277,7,4,4,3,0,3
657,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Single,Yes,32,25,Master's Degree,1,1,4,2795,1,1,1,0,0,1
658,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Laboratory Technician,Divorced,No,29,7,High School,1,1,4,2532,8,3,4,3,0,3
659,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Research Scientist,Married,Yes,44,9,Associates Degree,2,1,1,2559,8,3,8,7,7,1
660,No,Travel_Rarely,25 - 34,Sales,Medical,1,Male,Sales Executive,Single,No,28,5,Master's Degree,1,2,4,4908,4,3,4,2,0,2
661,Yes,Travel_Frequently,Over 55,R&D,Life Sciences,1,Male,Laboratory Technician,Divorced,Yes,58,2,High School,4,1,4,2380,3,2,1,0,0,0
662,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Manufacturing Director,Divorced,No,43,8,Bachelor's Degree,1,2,2,4765,4,4,1,0,0,0
663,Yes,Travel_Rarely,Under 25,Sales,Medical,1,Female,Sales Representative,Single,No,20,2,Bachelor's Degree,3,1,3,2044,2,2,2,2,0,2
664,Yes,Travel_Rarely,Under 25,R&D,Other,1,Female,Research Scientist,Single,No,21,18,High School,4,1,4,2693,1,2,1,0,0,0
665,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Male,Healthcare Representative,Married,Yes,36,14,High School,3,2,4,6586,17,2,16,8,4,11
666,No,Travel_Rarely,45 - 54,Sales,Life Sciences,1,Female,Sales Representative,Single,Yes,47,2,Master's Degree,4,1,4,3294,3,2,3,2,1,2
667,Yes,Travel_Rarely,Under 25,R&D,Life Sciences,1,Female,Manufacturing Director,Married,Yes,22,3,High School,2,2,3,4171,4,4,3,2,0,2
668,Yes,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Laboratory Technician,Divorced,Yes,41,2,Master's Degree,2,1,4,2778,10,2,7,7,1,0
669,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Research Scientist,Divorced,No,28,9,Bachelor's Degree,3,1,3,2377,6,3,2,2,2,2
670,Yes,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Laboratory Technician,Married,Yes,39,6,Bachelor's Degree,4,1,1,2404,8,1,2,2,2,2
671,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Research Scientist,Single,No,27,4,Bachelor's Degree,2,1,3,2318,1,3,1,1,0,0
672,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Male,Laboratory Technician,Divorced,No,34,10,Bachelor's Degree,2,1,2,2008,1,3,1,0,1,0
673,No,Travel_Rarely,35 - 44,Sales,Medical,1,Female,Sales Executive,Single,No,42,14,Associates Degree,3,2,3,6244,10,3,5,4,0,3
674,No,Travel_Rarely,25 - 34,R&D,Other,1,Male,Research Scientist,Single,Yes,33,1,Master's Degree,3,1,1,2799,6,3,3,2,0,2
675,No,Travel_Rarely,Over 55,R&D,Technical Degree,1,Female,Healthcare Representative,Divorced,Yes,58,5,Bachelor's Degree,3,3,2,10552,24,3,6,0,0,4
676,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1,Male,Sales Representative,Married,No,31,7,Master's Degree,2,1,3,2329,13,4,7,7,5,2
677,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1,Female,Healthcare Representative,Married,Yes,35,21,High School,4,2,4,4014,10,1,10,6,0,7
678,No,Travel_Rarely,45 - 54,R&D,Other,1,Female,Laboratory Technician,Married,No,49,8,Associates Degree,1,3,2,7403,29,2,26,9,1,7
679,No,Travel_Rarely,45 - 54,R&D,Medical,1,Male,Research Scientist,Married,No,48,20,Master's Degree,4,1,3,2259,13,2,0,0,0,0
680,No,Non-Travel,25 - 34,Sales,Marketing,1,Female,Sales Executive,Married,No,31,20,Associates Degree,4,2,3,6932,9,2,9,8,0,0
681,No,Travel_Rarely,35 - 44,R&D,Other,1,Male,Research Scientist,Single,No,36,7,Master's Degree,2,1,4,4678,8,3,6,2,0,1
682,No,Travel_Rarely,35 - 44,R&D,Technical Degree,1,Female,Research Director,Married,No,38,1,Bachelor's Degree,4,3,1,13582,15,3,15,12,5,11
683,No,Non-Travel,25 - 34,R&D,Life Sciences,1,Female,Laboratory Technician,Married,No,32,1,Bachelor's Degree,3,1,2,2332,5,3,3,0,0,2
684,Yes,Travel_Rarely,25 - 34,Sales,Marketing,1,Male,Sales Representative,Married,Yes,25,19,Associates Degree,3,1,2,2413,1,3,1,0,0,0
685,No,Travel_Rarely,35 - 44,Sales,Marketing,1,Male,Sales Executive,Divorced,No,40,10,Master's Degree,1,3,2,9705,11,2,1,0,0,0
686,No,Travel_Frequently,25 - 34,Sales,Medical,1,Male,Sales Executive,Single,No,26,1,Bachelor's Degree,3,2,1,4294,7,3,7,7,0,7
687,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Laboratory Technician,Single,Yes,41,6,Bachelor's Degree,4,1,1,4721,20,3,18,13,2,17
688,No,Travel_Rarely,35 - 44,R&D,Medical,1,Male,Laboratory Technician,Single,No,36,2,Master's Degree,3,1,3,2519,16,3,11,8,3,9
689,Yes,Travel_Rarely,Under 25,Sales,Other,1,Male,Sales Representative,Single,Yes,19,21,Bachelor's Degree,4,1,2,2121,1,4,1,0,0,0
690,Yes,Travel_Rarely,Under 25,R&D,Technical Degree,1,Male,Laboratory Technician,Single,No,20,4,Bachelor's Degree,1,1,1,2973,1,3,1,0,0,0
691,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Healthcare Representative,Married,Yes,31,12,Bachelor's Degree,4,2,4,5855,10,1,9,7,8,5
692,No,Travel_Frequently,35 - 44,R&D,Medical,1,Male,Research Scientist,Divorced,Yes,40,9,Master's Degree,4,1,2,3617,3,3,1,1,0,0
693,No,Travel_Rarely,25 - 34,R&D,Medical,1,Female,Manufacturing Director,Married,No,32,3,Master's Degree,3,2,1,6725,8,4,8,7,6,3
694,Yes,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Married,Yes,36,3,High School,3,3,4,10325,16,3,16,7,3,7
695,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1,Female,Healthcare Representative,Single,No,33,1,Bachelor's Degree,2,2,4,6949,6,3,5,0,1,4
696,Yes,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Married,No,37,1,Master's Degree,1,3,3,10609,17,1,14,1,11,7
697,No,Non-Travel,45 - 54,R&D,Life Sciences,1,Male,Laboratory Technician,Married,No,45,4,Associates Degree,3,2,2,4447,9,2,9,7,0,8
698,No,Travel_Frequently,25 - 34,Sales,Technical Degree,1,Female,Sales Representative,Married,No,29,20,Bachelor's Degree,3,1,4,2157,3,3,3,1,0,2
699,No,Travel_Rarely,35 - 44,Sales,Medical,1,Female,Sales Executive,Married,No,35,18,Bachelor's Degree,3,2,3,4601,5,3,5,2,1,0
700,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1,Male,Manager,Married,No,52,1,Associates Degree,4,4,4,17099,26,2,9,8,7,8
701,Yes,Travel_Rarely,Over 55,R&D,Technical Degree,1,Male,Research Scientist,Single,No,58,2,Bachelor's Degree,4,1,3,2479,7,3,1,0,0,0
702,No,Travel_Rarely,45 - 54,Sales,Medical,1,Male,Manager,Divorced,No,53,2,Associates Degree,3,4,3,14852,22,4,17,13,15,2
703,No,Travel_Rarely,25 - 34,Sales,Other,1,Male,Sales Executive,Divorced,No,30,8,Associates Degree,3,3,3,7264,10,4,8,4,7,7
704,No,Non-Travel,35 - 44,Sales,Technical Degree,1,Female,Sales Executive,Single,Yes,38,10,Bachelor's Degree,3,2,4,5666,6,3,5,3,1,3
705,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Divorced,No,35,3,Master's Degree,4,3,4,7823,12,3,10,9,0,8
706,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1,Male,Sales Executive,Single,No,39,2,Doctoral Degree,1,3,3,7880,9,3,8,7,0,7
707,Yes,Non-Travel,35 - 44,Sales,Life Sciences,1,Female,Sales Executive,Single,Yes,40,24,Bachelor's Degree,2,4,2,13194,22,2,1,0,0,0
